# f, real(s11), imag(s11), abs(s21), real(s22), imag(s22)
9.564208983999999703e+01 4.511445464645859327e-03 1.034846146638449015e-04 9.970330890661150969e-01 2.191723727360936260e-03 1.061376228879539830e-03
9.564819335999999339e+01 4.511528346949479455e-03 1.033371265432509790e-04 9.970329358839580269e-01 2.191872989672582692e-03 1.061314450462748967e-03
9.565429688000000397e+01 4.511611212281851392e-03 1.031896425622284461e-04 9.970327828291060124e-01 2.192022256403791062e-03 1.061252664556700843e-03
9.566040039000000661e+01 4.511694060529435751e-03 1.030421629449403034e-04 9.970326299018104077e-01 2.192171527332408779e-03 1.061190871276486121e-03
9.566650391000000297e+01 4.511776891985930758e-03 1.028946871906156579e-04 9.970324771015617316e-01 2.192320802970016205e-03 1.061129070433483330e-03
9.567260742000000562e+01 4.511859706402160733e-03 1.027472157649491990e-04 9.970323244288445963e-01 2.192470082849950173e-03 1.061067262244087730e-03
9.567871094000000198e+01 4.511942504071766655e-03 1.025997481671083291e-04 9.970321718831351987e-01 2.192619367483887756e-03 1.061005446519675249e-03
9.568481445000000463e+01 4.512025284745744581e-03 1.024522848626722294e-04 9.970320194649016088e-01 2.192768656405200047e-03 1.060943623476732437e-03
9.569091797000000099e+01 4.512108048717688655e-03 1.023048253507465841e-04 9.970318671736041471e-01 2.192917950125659963e-03 1.060881792926631319e-03
9.569702148000000363e+01 4.512190795738756262e-03 1.021573700967947002e-04 9.970317150096951186e-01 2.193067248178675026e-03 1.060819955085952771e-03
9.570312500000000000e+01 4.512273526102488636e-03 1.020099185998596901e-04 9.970315629726193007e-01 2.193216551076111829e-03 1.060758109766063396e-03
9.570922851999999637e+01 4.512356239695720223e-03 1.018624710837154747e-04 9.970314110625628778e-01 2.193365858596044594e-03 1.060696257082292815e-03
9.571533202999999901e+01 4.512438936405425982e-03 1.017150277720653255e-04 9.970312592797024864e-01 2.193515170516550147e-03 1.060634397150039387e-03
9.572143554999999537e+01 4.512521616525063881e-03 1.015675881638573381e-04 9.970311076234615877e-01 2.193664487349638627e-03 1.060572529780665595e-03
9.572753905999999802e+01 4.512604279806220649e-03 1.014201527242672483e-04 9.970309560942496319e-01 2.193813808628807763e-03 1.060510655190983684e-03
9.573364257999999438e+01 4.512686926542301344e-03 1.012727209521795769e-04 9.970308046914735378e-01 2.193963134866167008e-03 1.060448773192353318e-03
9.573974608999999703e+01 4.512769556485060098e-03 1.011252933126548768e-04 9.970306534155267686e-01 2.194112465595248352e-03 1.060386884001678900e-03
9.574584960999999339e+01 4.512852169927853395e-03 1.009778693045137278e-04 9.970305022658013661e-01 2.194261801328255788e-03 1.060324987430316191e-03
9.575195311999999603e+01 4.512934766622598431e-03 1.008304493927015134e-04 9.970303512426733628e-01 2.194411141598759038e-03 1.060263083695263918e-03
9.575805664000000661e+01 4.513017346862605722e-03 1.006830330759745068e-04 9.970302003455204787e-01 2.194560486919060541e-03 1.060201172607874156e-03
9.576416016000000297e+01 4.513099910535217120e-03 1.005356205776462494e-04 9.970300495744540692e-01 2.194709837067462636e-03 1.060139254283785091e-03
9.577026367000000562e+01 4.513182457527913256e-03 1.003882121209596608e-04 9.970298989295776071e-01 2.194859191822268966e-03 1.060077328838704511e-03
9.577636719000000198e+01 4.513264988133927451e-03 1.002408072045739236e-04 9.970297484102460528e-01 2.195008551695927686e-03 1.060015396083981241e-03
9.578247070000000463e+01 4.513347502105594100e-03 1.000934062931471078e-04 9.970295980167931393e-01 2.195157916222094819e-03 1.059953456236844074e-03
9.578857422000000099e+01 4.513429999736098819e-03 9.994600888527284269e-05 9.970294477485576179e-01 2.195307285913319136e-03 1.059891509108639449e-03
9.579467773000000363e+01 4.513512480777941670e-03 9.979861544549455739e-05 9.970292976058571233e-01 2.195456660303290054e-03 1.059829554916688968e-03
9.580078125000000000e+01 4.513594945524255359e-03 9.965122547234002935e-05 9.970291475880156407e-01 2.195606039904653053e-03 1.059767593472336032e-03
9.580688476999999637e+01 4.513677393862778123e-03 9.950383918876353623e-05 9.970289976950882371e-01 2.195755424495890017e-03 1.059705624891460604e-03
9.581298827999999901e+01 4.513759825681386978e-03 9.935645681764996673e-05 9.970288479271202098e-01 2.195904813855479362e-03 1.059643649290008564e-03
9.581909179999999537e+01 4.513842241273137434e-03 9.920907785742797509e-05 9.970286982834135614e-01 2.196054208496217488e-03 1.059581666479322663e-03
9.582519530999999802e+01 4.513924640390951960e-03 9.906170277235415130e-05 9.970285487642432942e-01 2.196203607951879681e-03 1.059519676676953922e-03
9.583129882999999438e+01 4.514007023327838361e-03 9.891433106079021366e-05 9.970283993688960900e-01 2.196353012735361224e-03 1.059457679694241839e-03
9.583740233999999703e+01 4.514089389836881301e-03 9.876696318687838239e-05 9.970282500976297424e-01 2.196502422380471227e-03 1.059395675748830241e-03
9.584350585999999339e+01 4.514171740211043483e-03 9.861959864891337209e-05 9.970281009497165003e-01 2.196651837400206021e-03 1.059333664652057326e-03
9.584960938000000397e+01 4.514254074338454326e-03 9.847223766948972213e-05 9.970279519251534772e-01 2.196801257573223563e-03 1.059271646520042231e-03
9.585571289000000661e+01 4.514336392107387227e-03 9.832488047113392465e-05 9.970278030239294598e-01 2.196950682678175306e-03 1.059209621468970661e-03
9.586181641000000297e+01 4.514418693810726829e-03 9.817752655203873860e-05 9.970276542452936042e-01 2.197100113228212838e-03 1.059147589310181466e-03
9.586791992000000562e+01 4.514500979201972394e-03 9.803017637606069692e-05 9.970275055894621818e-01 2.197249548757226369e-03 1.059085550261546155e-03
9.587402344000000198e+01 4.514583248573967797e-03 9.788282944132445710e-05 9.970273570556701381e-01 2.197398989778465931e-03 1.059023504134401191e-03
9.588012695000000463e+01 4.514665501680377967e-03 9.773548621157230427e-05 9.970272086441167581e-01 2.197548435825856430e-03 1.058961451146710458e-03
9.588623047000000099e+01 4.514747738813995603e-03 9.758814618486063186e-05 9.970270603540211107e-01 2.197697887412748512e-03 1.058899391109810201e-03
9.589233398000000363e+01 4.514829959728647833e-03 9.744080982481724681e-05 9.970269121855678263e-01 2.197847344073101776e-03 1.058837324241755163e-03
9.589843750000000000e+01 4.514912164717087457e-03 9.729347662942958727e-05 9.970267641379599866e-01 2.197996806320367050e-03 1.058775250353880936e-03
9.590454101999999637e+01 4.514994353667945229e-03 9.714614682082952290e-05 9.970266162111228736e-01 2.198146273933427371e-03 1.058713169562614138e-03
9.591064452999999901e+01 4.515076526469998484e-03 9.699882062108135044e-05 9.970264684049729986e-01 2.198295746691164912e-03 1.058651081984449040e-03
9.591674804999999537e+01 4.515158683415923697e-03 9.685149752806757083e-05 9.970263207186927934e-01 2.198445225107185323e-03 1.058588987430722755e-03
9.592285155999999802e+01 4.515240824259957389e-03 9.670417800513175387e-05 9.970261731524243665e-01 2.198594708715529301e-03 1.058526886119716620e-03
9.592895507999999438e+01 4.515322949294738736e-03 9.655686155008648300e-05 9.970260257053356057e-01 2.198744198029906581e-03 1.058464777862768835e-03
9.593505858999999703e+01 4.515405058274666455e-03 9.640954862616151388e-05 9.970258783775521882e-01 2.198893692584387785e-03 1.058402662878250291e-03
9.594116210999999339e+01 4.515487151492332887e-03 9.626223873109897040e-05 9.970257311682272361e-01 2.199043192892788032e-03 1.058340540977500705e-03
9.594726561999999603e+01 4.515569228702297211e-03 9.611493232801465855e-05 9.970255840774713274e-01 2.199192698489210469e-03 1.058278412378981827e-03
9.595336914000000661e+01 4.515651290197111867e-03 9.596762891458001223e-05 9.970254371044221520e-01 2.199342209887573864e-03 1.058216276894034455e-03
9.595947266000000297e+01 4.515733335865911545e-03 9.582032871246385188e-05 9.970252902489334934e-01 2.199491726866985904e-03 1.058154134639391602e-03
9.596557617000000562e+01 4.515815365597965376e-03 9.567303194326722178e-05 9.970251435108512528e-01 2.199641249206549503e-03 1.058091985731851982e-03
9.597167969000000198e+01 4.515897379685755546e-03 9.552573810455447728e-05 9.970249968892910264e-01 2.199790777420343024e-03 1.058029829982760081e-03
9.597778320000000463e+01 4.515979377884251494e-03 9.537844765915771581e-05 9.970248503843239796e-01 2.199940311042546375e-03 1.057967667610801863e-03
9.598388672000000099e+01 4.516061360485892039e-03 9.523116010456909842e-05 9.970247039950517198e-01 2.200089850587340704e-03 1.057905498427323112e-03
9.598999023000000363e+01 4.516143327245806215e-03 9.508387590350749115e-05 9.970245577215284261e-01 2.200239395588939311e-03 1.057843322651099783e-03
9.599609375000000000e+01 4.516225278456389471e-03 9.493659455339268456e-05 9.970244115628428272e-01 2.200388946561628294e-03 1.057781140093479828e-03
9.600219726999999637e+01 4.516307214007169411e-03 9.478931627553239202e-05 9.970242655187947500e-01 2.200538503284689678e-03 1.057718950871433484e-03
9.600830077999999901e+01 4.516389133787802011e-03 9.464204129116736387e-05 9.970241195891741404e-01 2.200688065537402451e-03 1.057656755101999291e-03
9.601440429999999537e+01 4.516471038090617666e-03 9.449476909760846899e-05 9.970239737730492990e-01 2.200837633834211871e-03 1.057594552596526722e-03
9.602050780999999802e+01 4.516552926671153941e-03 9.434750015729125787e-05 9.970238280704348810e-01 2.200987207709406701e-03 1.057532343574017460e-03
9.602661132999999438e+01 4.516634799821694392e-03 9.420023396745277877e-05 9.970236824803840880e-01 2.201136787677541052e-03 1.057470127845825314e-03
9.603271483999999703e+01 4.516716657297944852e-03 9.405297099041598778e-05 9.970235370028970312e-01 2.201286373272934478e-03 1.057407905631041088e-03
9.603881835999999339e+01 4.516798499392142043e-03 9.390571072334418033e-05 9.970233916370123683e-01 2.201435965010246042e-03 1.057345676741020327e-03
9.604492188000000397e+01 4.516880325994206483e-03 9.375845338718331217e-05 9.970232463824776348e-01 2.201585562668932107e-03 1.057283441292972657e-03
9.605102539000000661e+01 4.516962136994177521e-03 9.361119920281385325e-05 9.970231012390312619e-01 2.201735166028443835e-03 1.057221199404172326e-03
9.605712891000000297e+01 4.517043932684241571e-03 9.346394766728742618e-05 9.970229562056921457e-01 2.201884775603601616e-03 1.057158950885980515e-03
9.606323242000000562e+01 4.517125712820499114e-03 9.331669924264476921e-05 9.970228112824216504e-01 2.202034390928800465e-03 1.057096695957712241e-03
9.606933594000000198e+01 4.517207477695089728e-03 9.316945342586246460e-05 9.970226664682262374e-01 2.202184012518970928e-03 1.057034434430730854e-03
9.607543945000000463e+01 4.517289227064279558e-03 9.302221067886868330e-05 9.970225217630519499e-01 2.202333639908537078e-03 1.056972166524441144e-03
9.608154297000000099e+01 4.517370961220165682e-03 9.287497049856498080e-05 9.970223771658917045e-01 2.202483273612536579e-03 1.056909892050210799e-03
9.608764648000000363e+01 4.517452679919170370e-03 9.272773334676655418e-05 9.970222326766767784e-01 2.202632913165424294e-03 1.056847611227532428e-03
9.609375000000000000e+01 4.517534383453357741e-03 9.258049872029930870e-05 9.970220882943864327e-01 2.202782559082348043e-03 1.056785323867779139e-03
9.609985351999999637e+01 4.517616071713133168e-03 9.243326683964402319e-05 9.970219440187020332e-01 2.202932211142983633e-03 1.056723030088463702e-03
9.610595702999999901e+01 4.517697744589043406e-03 9.228603792521673603e-05 9.970217998492980627e-01 2.203081869127004704e-03 1.056660730007166543e-03
9.611206054999999537e+01 4.517779402373079713e-03 9.213881147372830511e-05 9.970216557851337980e-01 2.203231533549723006e-03 1.056598423435265973e-03
9.611816405999999802e+01 4.517861044822072021e-03 9.199158794671332242e-05 9.970215118261052112e-01 2.203381203945664960e-03 1.056536110592476646e-03
9.612426757999999438e+01 4.517942672227977761e-03 9.184436684080616892e-05 9.970213679711587007e-01 2.203530880830252472e-03 1.056473791290182514e-03
9.613037108999999703e+01 4.518024284347778655e-03 9.169714861742924881e-05 9.970212242201766939e-01 2.203680563738040152e-03 1.056411465748186050e-03
9.613647460999999339e+01 4.518105881473400039e-03 9.154993277313949035e-05 9.970210805720925995e-01 2.203830253184561362e-03 1.056349133777876844e-03
9.614257811999999603e+01 4.518187463361980627e-03 9.140271976924721833e-05 9.970209370267749671e-01 2.203979948704399769e-03 1.056286795599145406e-03
9.614868164000000661e+01 4.518269030305401522e-03 9.125550910223139333e-05 9.970207935831447710e-01 2.204129650813198022e-03 1.056224451023385878e-03
9.615478516000000297e+01 4.518350582194571169e-03 9.110830099210768499e-05 9.970206502408219817e-01 2.204279359290855275e-03 1.056162100168417210e-03
9.616088867000000562e+01 4.518432118920522045e-03 9.096109565882665659e-05 9.970205069994200198e-01 2.204429073917264607e-03 1.056099743152121018e-03
9.616699219000000198e+01 4.518513640775078007e-03 9.081389259874998515e-05 9.970203638578409855e-01 2.204578795208236505e-03 1.056037379785901417e-03
9.617309570000000463e+01 4.518595147515777621e-03 9.066669227290854235e-05 9.970202208159198998e-01 2.204728522698424890e-03 1.055975010289868796e-03
9.617919922000000099e+01 4.518676639434410051e-03 9.051949417758489908e-05 9.970200778725474278e-01 2.204878256903753438e-03 1.055912634475432476e-03
9.618530273000000363e+01 4.518758116288672591e-03 9.037229877369840330e-05 9.970199350275449346e-01 2.205027997358902526e-03 1.055850252562790664e-03
9.619140625000000000e+01 4.518839578370312769e-03 9.022510555745224875e-05 9.970197922797912060e-01 2.205177744579906850e-03 1.055787864363358971e-03
9.619750976999999637e+01 4.518921025570619802e-03 9.007791474849908707e-05 9.970196496288612487e-01 2.205327498346839037e-03 1.055725469995191399e-03
9.620361327999999901e+01 4.519002457781012144e-03 8.993072656642788658e-05 9.970195070743231858e-01 2.205477258439760002e-03 1.055663069576406139e-03
9.620971679999999537e+01 4.519083875293180945e-03 8.978354050732224000e-05 9.970193646150385947e-01 2.205627025374877915e-03 1.055600662918429206e-03
9.621582030999999802e+01 4.519165277865219016e-03 8.963635703182267910e-05 9.970192222507965329e-01 2.205776798686937771e-03 1.055538250241676301e-03
9.622192382999999438e+01 4.519246665788783680e-03 8.948917563593219971e-05 9.970190799804483639e-01 2.205926578892262666e-03 1.055475831357581464e-03
9.622802733999999703e+01 4.519328038822126477e-03 8.934199678018020290e-05 9.970189378037701555e-01 2.206076365525627518e-03 1.055413406486648649e-03
9.623413085999999339e+01 4.519409397256867432e-03 8.919481996048896565e-05 9.970187957196018358e-01 2.206226159103463844e-03 1.055350975440317099e-03
9.624023438000000397e+01 4.519490740984676534e-03 8.904764539614786411e-05 9.970186537274755567e-01 2.206375959406016007e-03 1.055288538336877175e-03
9.624633789000000661e+01 4.519572069897355611e-03 8.890047330638405478e-05 9.970185118269175861e-01 2.206525766213513189e-03 1.055226095294681038e-03
9.625244141000000297e+01 4.519653384286465708e-03 8.875330318699728622e-05 9.970183700167507546e-01 2.206675580042561681e-03 1.055163646125180073e-03
9.625854492000000562e+01 4.519734683910651279e-03 8.860613549823943087e-05 9.970182282967225973e-01 2.206825400428004489e-03 1.055101191049096594e-03
9.626464844000000198e+01 4.519815969061449085e-03 8.845896973582838003e-05 9.970180866656461749e-01 2.206975227886560659e-03 1.055038729877888709e-03
9.627075195000000463e+01 4.519897239497653631e-03 8.831180635990509224e-05 9.970179451232570322e-01 2.207125061953100955e-03 1.054976262832365902e-03
9.627685547000000099e+01 4.519978495510764381e-03 8.816464486610518141e-05 9.970178036683575717e-01 2.207274903144458480e-03 1.054913789723995170e-03
9.628295898000000363e+01 4.520059736859738907e-03 8.801748571445881417e-05 9.970176623006719030e-01 2.207424750995530451e-03 1.054851310773671650e-03
9.628906250000000000e+01 4.520140963836037640e-03 8.787032840051854101e-05 9.970175210189933246e-01 2.207574606023265332e-03 1.054788825792870362e-03
9.629516601999999637e+01 4.520222176331819761e-03 8.772317314310700258e-05 9.970173798228040285e-01 2.207724468008126495e-03 1.054726334900184378e-03
9.630126952999999901e+01 4.520303374239377156e-03 8.757602016098491808e-05 9.970172387115814328e-01 2.207874336730562131e-03 1.054663838214267048e-03
9.630737304999999537e+01 4.520384557850113012e-03 8.742886894957943643e-05 9.970170976841025157e-01 2.208024212707697213e-03 1.054601335546606622e-03
9.631347655999999802e+01 4.520465726923379550e-03 8.728171996864452376e-05 9.970169567400655186e-01 2.208174095474493143e-03 1.054538827118315725e-03
9.631958007999999438e+01 4.520546881750552200e-03 8.713457271352354730e-05 9.970168158782402035e-01 2.208323985548190250e-03 1.054476312740890197e-03
9.632568358999999703e+01 4.520628022091131501e-03 8.698742764386042665e-05 9.970166750983131543e-01 2.208473882463775524e-03 1.054413792635529182e-03
9.633178710999999339e+01 4.520709148236465996e-03 8.684028425491364955e-05 9.970165343990443629e-01 2.208623786738608992e-03 1.054351266613739579e-03
9.633789061999999603e+01 4.520790259946210615e-03 8.669314300621703488e-05 9.970163937801123089e-01 2.208773697907698459e-03 1.054288734896803581e-03
9.634399414000000661e+01 4.520871357511674869e-03 8.654600339294401471e-05 9.970162532402677691e-01 2.208923616488523648e-03 1.054226197296238713e-03
9.635009766000000297e+01 4.520952440825511467e-03 8.639886563345018254e-05 9.970161127789485267e-01 2.209073542261761301e-03 1.054163653930937717e-03
9.635620117000000562e+01 4.521033509780488478e-03 8.625172994602927810e-05 9.970159723955881459e-01 2.209223475008078186e-03 1.054101104919855786e-03
9.636230469000000198e+01 4.521114564667870310e-03 8.610459582572664854e-05 9.970158320889257464e-01 2.209373415245130534e-03 1.054038550074524756e-03
9.636840820000000463e+01 4.521195605247700471e-03 8.595746373180143012e-05 9.970156918586150496e-01 2.209523362507988167e-03 1.053975989616441492e-03
9.637451172000000099e+01 4.521276631811213011e-03 8.581033315921243710e-05 9.970155517033870707e-01 2.209673317314428745e-03 1.053913423357148889e-03
9.638061523000000363e+01 4.521357644118601492e-03 8.566320456710927421e-05 9.970154116228874264e-01 2.209823279199544643e-03 1.053850851518229248e-03
9.638671875000000000e+01 4.521438642461067872e-03 8.551607745036410085e-05 9.970152716158401374e-01 2.209973248681231916e-03 1.053788273911236088e-03
9.639282226999999637e+01 4.521519626731643031e-03 8.536895202696840831e-05 9.970151316816515674e-01 2.210123225540336876e-03 1.053725690655295689e-03
9.639892577999999901e+01 4.521600596823467134e-03 8.522182851485305387e-05 9.970149918197264149e-01 2.210273209557691524e-03 1.053663101869595263e-03
9.640502929999999537e+01 4.521681553027697906e-03 8.507470640875983516e-05 9.970148520287767102e-01 2.210423201251373194e-03 1.053600507365705461e-03
9.641113280999999802e+01 4.521762495104920086e-03 8.492758616756443325e-05 9.970147123084283081e-01 2.210573200156533240e-03 1.053537907365420870e-03
9.641723632999999438e+01 4.521843423346251500e-03 8.478046728592045949e-05 9.970145726573861333e-01 2.210723206791369994e-03 1.053475301680322331e-03
9.642333983999999703e+01 4.521924337512432147e-03 8.463335022259465970e-05 9.970144330752676032e-01 2.210873220691058662e-03 1.053412690532290518e-03
9.642944335999999339e+01 4.522005237894554698e-03 8.448623447215249961e-05 9.970142935607725354e-01 2.211023242373918139e-03 1.053350073732918632e-03
9.643554688000000397e+01 4.522086124386021262e-03 8.433912025222107015e-05 9.970141541132828689e-01 2.211173271620962572e-03 1.053287451401565405e-03
9.644165039000000661e+01 4.522166996880352778e-03 8.419200778036834614e-05 9.970140147321766566e-01 2.211323308213187892e-03 1.053224823657650288e-03
9.644775391000000297e+01 4.522247855668601151e-03 8.404489655102642285e-05 9.970138754161441685e-01 2.211473352669098176e-03 1.053162190312786212e-03
9.645385742000000562e+01 4.522328700511882814e-03 8.389778702268958614e-05 9.970137361647855023e-01 2.211623404523925009e-03 1.053099551589062668e-03
9.645996094000000198e+01 4.522409531701218448e-03 8.375067868970033553e-05 9.970135969767845996e-01 2.211773464296292162e-03 1.053036907298103867e-03
9.646606445000000463e+01 4.522490348997878010e-03 8.360357201044423849e-05 9.970134578517371171e-01 2.211923531521455075e-03 1.052974257662084301e-03
9.647216797000000099e+01 4.522571152692852689e-03 8.345646647917422589e-05 9.970133187883212234e-01 2.212073606718160685e-03 1.052911602492641839e-03
9.647827148000000363e+01 4.522651942547562497e-03 8.330936255416698420e-05 9.970131797861253586e-01 2.212223689421685246e-03 1.052848942012034024e-03
9.648437500000000000e+01 4.522732718852970867e-03 8.316225972958489986e-05 9.970130408438242497e-01 2.212373780150899728e-03 1.052786276031911303e-03
9.649047851999999637e+01 4.522813481502966498e-03 8.301515822258694597e-05 9.970129019607728571e-01 2.212523878687029915e-03 1.052723604671930999e-03
9.649658202999999901e+01 4.522894230391547379e-03 8.286805825027360292e-05 9.970127631363236986e-01 2.212673984811289012e-03 1.052660928051812016e-03
9.650268554999999537e+01 4.522974965809639647e-03 8.272095930667045796e-05 9.970126243691440626e-01 2.212824099042730135e-03 1.052598245983221931e-03
9.650878905999999802e+01 4.523055687519038880e-03 8.257386184978358066e-05 9.970124856588110651e-01 2.212974220916688085e-03 1.052535558688631008e-03
9.651489257999999438e+01 4.523136395810644327e-03 8.242676537354724135e-05 9.970123470039869984e-01 2.213124350952341314e-03 1.052472865979721568e-03
9.652099608999999703e+01 4.523217090446405957e-03 8.227967033585969927e-05 9.970122084042432054e-01 2.213274488685041536e-03 1.052410168079045624e-03
9.652709960999999339e+01 4.523297771717190059e-03 8.213257623056268808e-05 9.970120698582403129e-01 2.213424634634096871e-03 1.052347464798300460e-03
9.653320311999999603e+01 4.523378439385099259e-03 8.198548351544652113e-05 9.970119313655451121e-01 2.213574788334878116e-03 1.052284756360121571e-03
9.653930664000000661e+01 4.523459093740974692e-03 8.183839168426040899e-05 9.970117929248152322e-01 2.213724950306819594e-03 1.052222042576220554e-03
9.654541016000000297e+01 4.523539734679179504e-03 8.169130095369499006e-05 9.970116545353868709e-01 2.213875120331357423e-03 1.052159323566553102e-03
9.655151367000000562e+01 4.523620362094197406e-03 8.154421154038300637e-05 9.970115161965950046e-01 2.214025298189915576e-03 1.052096599451133674e-03
9.655761719000000198e+01 4.523700976276829634e-03 8.139712293793388770e-05 9.970113779070932658e-01 2.214175484402114424e-03 1.052033870041695334e-03
9.656372070000000463e+01 4.523781576989552647e-03 8.125003560386892976e-05 9.970112396664402299e-01 2.214325678503377241e-03 1.051971135561081093e-03
9.656982422000000099e+01 4.523862164523146864e-03 8.110294903170358911e-05 9.970111014732871979e-01 2.214475881013452767e-03 1.051908395821039843e-03
9.657592773000000363e+01 4.523942738640236196e-03 8.095586367885185253e-05 9.970109633271911909e-01 2.214626091467784656e-03 1.051845651044497213e-03
9.658203125000000000e+01 4.524023299631573306e-03 8.080877903873486456e-05 9.970108252268008453e-01 2.214776310386248285e-03 1.051782901043216839e-03
9.658813476999999637e+01 4.524103847391893439e-03 8.066169532767836182e-05 9.970106871714448094e-01 2.214926537550444569e-03 1.051720145937384268e-03
9.659423827999999901e+01 4.524184381816049802e-03 8.051461276195147202e-05 9.970105491604502879e-01 2.215076772741961849e-03 1.051657385847246193e-03
9.660034179999999537e+01 4.524264903194755161e-03 8.036753083483322790e-05 9.970104111924655843e-01 2.215227016480864584e-03 1.051594620584587938e-03
9.660644530999999802e+01 4.524345411291011594e-03 8.022045000346954724e-05 9.970102732670421686e-01 2.215377268302646738e-03 1.051531850372542645e-03
9.661254882999999438e+01 4.524425906395510184e-03 8.007336976104364643e-05 9.970101353828282331e-01 2.215527528727502006e-03 1.051469075022912550e-03
9.661865233999999703e+01 4.524506388271398727e-03 7.992629056459479842e-05 9.970099975393745817e-01 2.215677797290944735e-03 1.051406294758912546e-03
9.662475585999999339e+01 4.524586857209346620e-03 7.977921190721029478e-05 9.970098597353287406e-01 2.215828074513296556e-03 1.051343509392361347e-03
9.663085938000000397e+01 4.524667313104456003e-03 7.963213400485097035e-05 9.970097219700158053e-01 2.215978360176324921e-03 1.051280719043676520e-03
9.663696289000000661e+01 4.524747755851951311e-03 7.948505707342239275e-05 9.970095842427620925e-01 2.216128654061777763e-03 1.051217923833332657e-03
9.664306641000000297e+01 4.524828185742464648e-03 7.933798060586666533e-05 9.970094465522135740e-01 2.216278956690171872e-03 1.051155123573172976e-03
9.664916992000000562e+01 4.524908602539512437e-03 7.919090505895663192e-05 9.970093088979226081e-01 2.216429267597066696e-03 1.051092318486617286e-03
9.665527344000000198e+01 4.524989006533711167e-03 7.904382992553712938e-05 9.970091712785388305e-01 2.216579587303109996e-03 1.051029508385526150e-03
9.666137695000000463e+01 4.525069397488719510e-03 7.889675566227456001e-05 9.970090336936138220e-01 2.216729915343879868e-03 1.050966693493401343e-03
9.666748047000000099e+01 4.525149775695130536e-03 7.874968176191635865e-05 9.970088961417985507e-01 2.216880252240153743e-03 1.050903873622120342e-03
9.667358398000000363e+01 4.525230140916758174e-03 7.860260868102254025e-05 9.970087586226465959e-01 2.217030597527527933e-03 1.050841048995266669e-03
9.667968750000000000e+01 4.525310493444169475e-03 7.845553591224212122e-05 9.970086211348103689e-01 2.217180951726909540e-03 1.050778219424735585e-03
9.668579101999999637e+01 4.525390833172941024e-03 7.830846367106705959e-05 9.970084836776195170e-01 2.217331314620275915e-03 1.050715385031239122e-03
9.669189452999999901e+01 4.525471159998766500e-03 7.816139217293471028e-05 9.970083462504062410e-01 2.217481685989580991e-03 1.050652545935546129e-03
9.669799804999999537e+01 4.525551474212182596e-03 7.801432091034545913e-05 9.970082088518263941e-01 2.217632066355932664e-03 1.050589701949579836e-03
9.670410155999999802e+01 4.525631775577368399e-03 7.786725033959487061e-05 9.970080714814395506e-01 2.217782455254968012e-03 1.050526853297124776e-03
9.671020507999999438e+01 4.525712064384839785e-03 7.772017995308404476e-05 9.970079341379050053e-01 2.217932853207928937e-03 1.050463999790123264e-03
9.671630858999999703e+01 4.525792340398922427e-03 7.757311020700310739e-05 9.970077968207859964e-01 2.218083259750469865e-03 1.050401141652440497e-03
9.672241210999999339e+01 4.525872603910112250e-03 7.742604059365272074e-05 9.970076595287447052e-01 2.218233675403961935e-03 1.050338278696037438e-03
9.672851561999999603e+01 4.525952854682878043e-03 7.727897156911770751e-05 9.970075222613486998e-01 2.218384099704079956e-03 1.050275411144859948e-03
9.673461914000000661e+01 4.526033093007699251e-03 7.713190262559817018e-05 9.970073850172652685e-01 2.218534533172327339e-03 1.050212538810887854e-03
9.674072266000000297e+01 4.526113318780623437e-03 7.698483397811725778e-05 9.970072477958393797e-01 2.218684975590886569e-03 1.050149661815126794e-03
9.674682617000000562e+01 4.526193531897810055e-03 7.683776584164401765e-05 9.970071105964182223e-01 2.218835426741918877e-03 1.050086780278638348e-03
9.675292969000000198e+01 4.526273732649709926e-03 7.669069770822696725e-05 9.970069734176781884e-01 2.218985887147129771e-03 1.050023894013430749e-03
9.675903320000000463e+01 4.526353920801155263e-03 7.654363003368805092e-05 9.970068362591959499e-01 2.219136356342232656e-03 1.049961003243651955e-03
9.676513672000000099e+01 4.526434096642576073e-03 7.639656230997372204e-05 9.970066991196524508e-01 2.219286834849067917e-03 1.049898107781329065e-03
9.677124023000000363e+01 4.526514259938952019e-03 7.624949499280131297e-05 9.970065619986309136e-01 2.219437322203366304e-03 1.049835207850690266e-03
9.677734375000000000e+01 4.526594410980689688e-03 7.610242757401472513e-05 9.970064248948184993e-01 2.219587818927100907e-03 1.049772303263783258e-03
9.678344726999999637e+01 4.526674549664208742e-03 7.595536026827204312e-05 9.970062878075794943e-01 2.219738324802614238e-03 1.049709394141841575e-03
9.678955077999999901e+01 4.526754675886028589e-03 7.580829329017855090e-05 9.970061507362812936e-01 2.219888839612228423e-03 1.049646480606155350e-03
9.679565429999999537e+01 4.526834789936535000e-03 7.566122613142365109e-05 9.970060136796208283e-01 2.220039363878118649e-03 1.049583562468801336e-03
9.680175780999999802e+01 4.526914891581068461e-03 7.551415924746351883e-05 9.970058766371981962e-01 2.220189897136056432e-03 1.049520639954208299e-03
9.680786132999999438e+01 4.526994981109993925e-03 7.536709212988382570e-05 9.970057396077186551e-01 2.220340439908352267e-03 1.049457712874473161e-03
9.681396483999999703e+01 4.527075058288795861e-03 7.522002523403640596e-05 9.970056025907871877e-01 2.220490991730793284e-03 1.049394781454105353e-03
9.682006835999999339e+01 4.527155123407825346e-03 7.507295805140306460e-05 9.970054655851182668e-01 2.220641553125827020e-03 1.049331845505222394e-03
